Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	Variance_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	Variance_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	Variance_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	Variance_C5	N_Src_Pixels_C2	N_Sky_Pixels_C2	N_Src_Pixels_C3	N_Sky_Pixels_C3	N_Src_Pixels_C4	N_Sky_Pixels_C4	N_Src_Pixels_C5	N_Sky_Pixels_C5	HJD_UTC	BJD_TDB	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K
5010-reg-norm.fits	115	0	59820.16999421315	2459820.169994213	NaN	0	0	0	NaN	NaN	4.757783070705343	8.995948926439207	1.4	10.587512017270647	8	10	5.980901630092184	0	0	0	0	52.76497831955008	0	0	0	0	0.1133498358299559	0	0	0	0	0.9895937908483251	8.594652482611666	529.0036931562445	451.9664017359416	529.5036931562445	370.5335982640584	5.9186631168138515	254.2399736851898	9.173440180526859	0.6451955864254543	0.2198938876390457	0.0232798290175351	0.0045850168292721	102	4.738872860559412	6.084114266292106	5.739195623718593	6.429032908865619	76.61385507153551	0.880493374460382	0	315.7529240010752	608.7929611472623	316.2529240010752	213.7070388527377	0.9895937908483251	8.594652482611666	0.115140640398251	0.0396065302193165	0.0038923611283632	0.0035954186197807	4.776693280851274	6.0901568031173685	5.757990905901489	6.422322700333249	84.710351882934	0.8948538899784467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.23997368518982	111	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5011-reg-norm.fits	116	0	59820.170179398265	2459820.1701793983	NaN	0	0	0	NaN	NaN	4.4690690189763185	8.134138362354133	1.4	10.587512017270647	8	10	5.92734921319937	0	0	0	0	44.50357989327712	0	0	0	0	0.1331881441316315	0	0	0	0	0.9881195928109385	7.302312348979078	528.880002147657	451.9658763332213	529.380002147657	370.5341236667787	5.856929890994798	207.8609863211043	7.767843621350381	0.7539968846562097	0.259196549654007	0.0281771485580608	0.0044463787050474	105	4.443987128201886	5.778273683645272	5.810456129850713	5.746091237439833	40.98870317572589	0.9231333405665878	0	315.7111547093847	608.8383326651362	316.2111547093847	213.66166733486375	0.9881195928109385	7.302312348979078	0.1353159856205118	0.0451238714158535	0.0047537520642979	0.0036114778136835	4.494150909750751	5.768150611285735	5.809741530655193	5.726559691916276	37.76588148266135	0.9438566791758704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.8609863211043	110	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5012-reg-norm.fits	117	0	59820.17036458338	2459820.1703645834	NaN	0	0	0	NaN	NaN	6.3367399902039745	10.422665798111343	1.4	10.587512017270647	8	10	5.947771168740164	0	0	0	0	70.37654397735828	0	0	0	0	0.084513544323144	0	0	0	0	0.9643590531147912	11.247233902925416	528.8576114067836	452.2586622745238	529.3576114067836	370.2413377254762	5.73578697242972	341.2773748296223	11.446793227106527	0.5010824305664153	0.1717603355646133	0.0168068187212622	0.0047320079756901	108	6.214403305186828	6.614520306515499	5.878151337395154	7.3508892756358435	291.5960720657811	0.7324639275814111	0	315.68963457529304	608.8900372002954	316.18963457529304	213.6099627997046	0.9643590531147912	11.247233902925416	0.0857418865330044	0.0294914208352566	0.0028257339168652	0.0036534904480367	6.459076675221121	6.657977845890174	5.777322398685701	7.538633293094646	287.23924906827665	0.7214258573405545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.2773748296223	106	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5013-reg-norm.fits	118	0	59820.170561342966	2459820.170561343	NaN	0	0	0	NaN	NaN	5.298122971293473	9.859459355969532	1.4	10.587512017270647	8	10	5.9562628834743885	0	0	0	0	62.14950786919056	0	0	0	0	0.095837651619235	0	0	0	0	0.9742322901696403	10.009231567360068	529.0129638851371	452.1179303428437	529.5129638851371	370.3820696571563	5.802783629819679	305.39088797225463	10.573896969150297	0.5487838255611434	0.1862759441137314	0.0190011682023298	0.0046576508141768	104	5.330807368541408	6.314687011194445	5.661896372753397	6.967477649635493	283.53343027501893	0.7914394466466699	0	315.7132168097718	609.0415748301966	316.2132168097718	213.45842516980338	0.9742322901696403	10.009231567360068	0.0973333750561427	0.0358469970524311	0.0031901157779735	0.0036509083750259	5.265438574045539	6.2695356172187715	5.421606946973702	7.117464287463842	277.7799570237447	0.7534715036276592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.3908879722547	112	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5014-reg-norm.fits	119	0	59820.17074652808	2459820.170746528	NaN	0	0	0	NaN	NaN	4.453945913506279	8.430168883321516	1.4	10.587512017270647	8	10	5.908708588510823	0	0	0	0	47.7434708939478	0	0	0	0	0.1237595105231413	0	0	0	0	0.979245436577725	7.78820980641919	528.9672744168327	452.0675837627614	529.4672744168327	370.4324162372386	5.786075921366834	223.26591314316937	8.253660352151392	0.701031502932955	0.2461963593959808	0.0259156260797254	0.0046220015128622	103	4.4168859213377765	5.916267613046582	6.124023839633439	5.708511386459724	18.59881389125857	0.9154953123340788	0	315.7909584032121	608.8430478608032	316.2909584032121	213.65695213919685	0.979245436577725	7.78820980641919	0.1257343421553195	0.0457351207733154	0.0043860051128798	0.0036217622907349	4.491005905674781	5.868649277024154	5.9190745651115835	5.818223988936724	341.7871945813684	0.9788675894318276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223.2659131431694	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5015-reg-norm.fits	120	0	59820.17093171319	2459820.170931713	NaN	0	0	0	NaN	NaN	4.613503814580342	8.676713417235474	1.4	10.587512017270647	8	10	5.967830857867845	0	0	0	0	50.850639225390324	0	0	0	0	0.1173599968215943	0	0	0	0	0.9796270796280762	8.22030548000488	529.0638795247924	451.9818373965933	529.5638795247924	370.5181626034067	5.846248715007394	236.5159204680331	8.652912278956558	0.6756394294236835	0.2639704346656799	0.0247182037616684	0.0044171735941085	102	4.443308602710085	5.9251898447618006	5.650901299908224	6.199478389615377	83.56571706841122	0.9093262661726242	0	315.94244774124377	608.8810714958984	316.44244774124377	213.61892850410163	0.9796270796280762	8.22030548000488	0.1191716149735465	0.0416097193956375	0.0041419075624572	0.0036151743436865	4.7836990264505985	6.032346681115196	5.8688668700808035	6.195826492149588	72.6912606269231	0.9362171790607523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.5159204680331	106	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5016-reg-norm.fits	121	0	59820.17112847231	2459820.1711284723	NaN	0	0	0	NaN	NaN	4.845831063504237	10.046937258391441	1.4	10.587512017270647	8	10	6.013847089406997	0	0	0	0	65.22941396600424	0	0	0	0	0.0921953260616636	0	0	0	0	0.9803635069205241	10.47673440648195	529.0373271937436	451.9848230512951	529.5373271937436	370.5151769487049	5.89575622265483	317.1153415441558	10.941893800464085	0.538824113098664	0.2242076545953751	0.0185918353679962	0.0044836122045312	103	4.686072860835106	6.242374294846851	5.443363320059663	7.0413852696340395	278.5480474283636	0.7634710775508048	0	315.8770413989179	608.9080906624255	316.3770413989179	213.59190933757452	0.9803635069205241	10.47673440648195	0.0935752944461371	0.0378726497292519	0.003091504504786	0.0036265471458642	5.005589266173368	6.266372230526942	5.2213622187001505	7.3113822423537345	280.19289352231516	0.6969057139272492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317.1153415441558	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5017-reg-norm.fits	122	0	59820.171313657425	2459820.1713136574	NaN	0	0	0	NaN	NaN	4.611600212346518	8.517155505361407	1.4	10.587512017270647	8	10	5.913508156902114	0	0	0	0	47.86672596172163	0	0	0	0	0.1235411037226792	0	0	0	0	0.9942315491945751	7.921951317139887	529.052634777821	452.00936492119763	529.552634777821	370.49063507880237	5.879396376011545	227.8972191916865	8.382677939198969	0.7013744794510581	0.2586419880390167	0.0257984559744291	0.0044263554963021	103	4.453470459174281	5.911362283830916	6.007325817841866	5.815398749819965	38.9914011573354	0.854549843686915	0	315.7911559349493	608.916568111844	316.2911559349493	213.58343188815604	0.9942315491945751	7.921951317139887	0.1255033651927981	0.0434358716011047	0.004362631333199	0.0036169370998525	4.7697299655187555	5.919508672052366	6.160039189817287	5.678978154287445	28.50814860379554	0.8605786081706993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227.8972191916865	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5018-reg-norm.fits	123	0	59820.171498843	2459820.171498843	NaN	0	0	0	NaN	NaN	5.152589078250497	9.214720183551947	1.4	10.587512017270647	8	10	5.883009126647353	0	0	0	0	54.48945516070948	0	0	0	0	0.1079660112088879	0	0	0	0	0.9912601479447004	9.036208649896377	528.9800173243104	452.0858413770598	529.4800173243104	370.4141586229402	5.831592497240479	266.755987629402	9.562034381934533	0.609869434088007	0.2042748481035233	0.021861149393738	0.0046094162896792	101	5.000323551676165	6.356033364144864	6.5200372622409635	6.192029466048765	29.44589323127157	0.9047006397827558	0	316.0503839057826	608.65713447845	316.5503839057826	213.84286552155004	0.9912601479447004	9.036208649896377	0.1096986785443547	0.0345483608543873	0.0037159808735834	0.0036212849706687	5.304854604824829	6.48062668383368	6.64384871426182	6.31740465340554	25.622468176667216	0.9225710190167993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266.755987629402	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5019-reg-norm.fits	124	0	59820.171684028115	2459820.171684028	NaN	0	0	0	NaN	NaN	4.375252221408844	9.759998718477545	1.4	10.587512017270647	8	10	6.043121116282329	0	0	0	0	62.83592069304216	0	0	0	0	0.0961730336665774	0	0	0	0	0.9664462106954053	9.899781118646558	529.2365030296229	452.176264109252	529.7365030296229	370.323735890748	5.840351503604444	299.26049777066	10.427570286671044	0.5600874741712195	0.2561371922492981	0.0195159452955272	0.0045169555238511	103	4.348245354104979	6.358957605180352	5.668206088701049	7.049709121659657	62.503421013177864	0.6747584367874565	0	316.0685113829312	609.298910303534	316.5685113829312	213.20108969646606	0.9664462106954053	9.899781118646558	0.097622987732029	0.044512540102005	0.0032294479822594	0.0036336895014921	4.402259088712709	6.216761965094962	5.5403777397388	6.893146190451123	59.02670589673196	0.6102650322684365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.26049777066004	110	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5020-reg-norm.fits	125	0	59820.17188078724	2459820.1718807872	NaN	0	0	0	NaN	NaN	4.313415507970935	8.228836070227485	1.4	10.587512017270647	8	10	6.005631932083873	0	0	0	0	45.92851929449059	0	0	0	0	0.1307604082242705	0	0	0	0	0.9855937178121016	7.4187069827010115	528.9978306394163	452.0165729202751	529.4978306394163	370.4834270797249	5.919113103753619	212.7289977779054	8.001725280164944	0.7397296078667182	0.2851406633853912	0.0278246650225529	0.0044176188242244	101	4.227952609920431	5.61705064258156	5.335777722077	5.8983235630861195	63.12354954266997	0.8431645578397642	0	315.8588428085852	608.7971617053938	316.3588428085852	213.70283829460618	0.9855937178121016	7.4187069827010115	0.1328524930436416	0.0496789552271366	0.0046330952907562	0.0036001086805586	4.3988784060214385	5.538029094038135	5.218901650837409	5.857156537238861	66.2160529755887	0.842046128216591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212.72899777790542	111	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
5021-reg-norm.fits	126	0	59820.17206597235	2459820.1720659724	NaN	0	0	0	NaN	NaN	4.35343423319544	7.8416546155192455	1.4	10.587512017270647	8	10	5.983644034243945	0	0	0	0	42.71188804949876	0	0	0	0	0.1400931756355399	0	0	0	0	0.9796734282030908	6.8828836730811975	528.9264611958181	452.07129217712674	529.4264611958181	370.42870782287326	5.862017064174738	193.18139265580132	7.396873524325088	0.7924992964794009	0.2766993045806885	0.0303446257612363	0.0044205322346279	103	4.278114169966919	5.628040653699715	5.616302240155241	5.6397790672441905	46.085838865977315	0.8953606377280083	0	315.83133561803504	608.8988985380533	316.33133561803504	213.60110146194666	0.9796734282030908	6.8828836730811975	0.1423347356624043	0.0475717112421989	0.0050712618577536	0.0036135805156929	4.428754296423961	5.527836048680358	5.493087428148842	5.562584669211875	48.30929186812546	0.8962739817698949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.1813926558013	110	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6001-reg-norm.fits	127	0	59820.17251736112	2459820.172517361	NaN	0	0	0	NaN	NaN	4.845834671985846	8.75632843367525	1.4	10.587512017270647	8	10	5.97987008119713	0	0	0	0	50.94273552817479	0	0	0	0	0.1173841573130649	0	0	0	0	0.9744057844574275	8.170923040059021	528.9869752980247	452.04639902171215	529.4869752980247	370.45360097828785	5.82681999742239	240.87623717134207	8.753113890140503	0.665685385858593	0.2477569431066513	0.0241900988899856	0.0045056418624245	103	4.583461064270709	5.897499988395418	5.532892078312511	6.262107898478325	71.44180513392811	0.8558002913670923	0	315.73482359004356	608.8391835615629	316.23482359004356	213.6608164384371	0.9744057844574275	8.170923040059021	0.1192528407965998	0.0402416065335274	0.0040452549238566	0.0036937985878306	5.108208279700982	5.9528027519097595	5.65867278276177	6.246932721057749	72.64354150190724	0.8864729708925202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.8762371713421	113	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6002-reg-norm.fits	128	0	59820.1727025467	2459820.1727025467	NaN	0	0	0	NaN	NaN	5.278923904409391	9.691170540859185	1.4	10.587512017270647	8	10	5.9620547125459575	0	0	0	0	59.616580196170474	0	0	0	0	0.1000066540705221	0	0	0	0	0.9836063482037081	9.688163405650874	528.8913271968378	452.11213748702966	529.3913271968378	370.38786251297034	5.864314863598038	295.0545695517249	10.108734626454078	0.580123534774709	0.2032488286495209	0.0198753568619787	0.0045454576013422	109	5.0605252670164464	6.1862639410397655	5.675858910237705	6.6966689718418255	87.90000146860899	0.8471801783483427	0	315.74285465022217	608.9916813278941	316.24285465022217	213.50831867210593	0.9836063482037081	9.688163405650874	0.101526605923058	0.0344601534307003	0.0033336421452415	0.0036487061658099	5.497322541802335	6.532924122040009	5.917987871837292	7.147860372242725	276.17182762336176	0.8241558523816845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295.0545695517249	113	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6003-reg-norm.fits	129	0	59820.17289930582	2459820.172899306	NaN	0	0	0	NaN	NaN	4.727036012155914	8.942147422910594	1.4	10.587512017270647	8	10	5.923847625998068	0	0	0	0	51.27038363270706	0	0	0	0	0.1155413165705094	0	0	0	0	0.9961232468314462	8.484885375466817	529.0196219627823	451.98757381153393	529.5196219627823	370.51242618846607	5.90088233094395	251.2080334410251	9.051210215521525	0.6519440152682328	0.23312808573246	0.0234900223934489	0.004481151797221	103	4.670672004048564	6.022114619946537	5.863438293923402	6.180790945969672	56.05517318187671	0.8686328120244879	0	315.78296666745194	608.891485239459	316.28296666745194	213.60851476054097	0.9961232468314462	8.484885375466817	0.1173997293719059	0.0400915965437889	0.0039653319728141	0.0036295252689992	4.7834000202632625	6.28286641512763	5.972027457781227	6.593705372474034	80.46584073938476	0.9004872897114656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251.20803344102507	112	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6004-reg-norm.fits	130	0	59820.17308449093	2459820.173084491	NaN	0	0	0	NaN	NaN	5.134345523626553	8.755179139705547	1.4	10.587512017270647	8	10	6.080826929538191	0	0	0	0	53.55239928910997	0	0	0	0	0.1135491034997333	0	0	0	0	0.9553738237733975	8.294164893473964	528.8884232745604	452.1214491620957	529.3884232745604	370.3785508379043	5.80946287537715	240.81300988583172	8.595342571826148	0.6758849722196569	0.1953316330909729	0.0241243730068047	0.004557360717685	109	5.222491463031137	6.28696784500589	6.280890036875886	6.293045653135894	45.60196135418987	0.9118470578902462	0	315.7673139018289	608.7909622179276	316.2673139018289	213.70903778207241	0.9553738237733975	8.294164893473964	0.1151862587787599	0.0355157293379307	0.003967284924624	0.0037003639434395	5.046199584221971	6.145594012546091	6.076834907220152	6.214353117872031	55.486433768340085	0.9393270787466829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.81300988583172	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6005-reg-norm.fits	131	0	59820.173269676045	2459820.173269676	NaN	0	0	0	NaN	NaN	4.603904827934045	8.833268439288558	1.4	10.587512017270647	8	10	5.96184195288369	0	0	0	0	52.15988132761913	0	0	0	0	0.1142993772443044	0	0	0	0	0.9801161734533347	8.442015336832068	528.9227292896661	452.037790614877	529.4227292896661	370.462209385123	5.843297721593919	245.12789174094044	8.968271147220333	0.6515523031888947	0.2232206165790558	0.0238377513064458	0.0046423251670785	100	4.6726804322235775	6.136328518178394	5.937821978624548	6.33483505773224	81.86590289760117	0.9347942074452251	0	315.7222852970551	608.7626277438653	316.2222852970551	213.73737225613468	0.9801161734533347	8.442015336832068	0.1160997859334772	0.0419854894280434	0.0039983869909392	0.0036092097501088	4.535129223644512	6.190783118278578	6.097446381020025	6.2841198555371305	55.139966486734075	0.9164968979187144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245.12789174094044	107	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6006-reg-norm.fits	132	0	59820.17346643563	2459820.1734664356	NaN	0	0	0	NaN	NaN	4.6582700766752225	10.571627816503304	1.4	10.587512017270647	8	10	5.931394237161145	0	0	0	0	70.49616984474319	0	0	0	0	0.0841378226678714	0	0	0	0	0.9778377605193931	11.44906704069493	528.8744045888412	452.0325125872738	529.3744045888412	370.4674874127262	5.799941257623288	351.10224200242743	11.842647301313193	0.4897504004007745	0.2199631780385971	0.0165192373154461	0.0046344118015397	105	4.644951223556834	6.26688564208545	5.150368482724889	7.383402801446012	88.40512033533406	0.6971358750042373	0	315.89477148637593	608.8772241525659	316.39477148637593	213.62277584743413	0.9778377605193931	11.44906704069493	0.0854076368881181	0.0399539656937122	0.0027850513142341	0.0036494014288851	4.671588929793611	6.391520536167876	5.064118421634187	7.718922650701566	272.20258315919364	0.6551456968214239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351.10224200242743	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6007-reg-norm.fits	133	0	59820.173651620746	2459820.1736516207	NaN	0	0	0	NaN	NaN	6.466275019280603	20.84656521836852	1.4	10.587512017270647	8	10	8.969023789768181	0	0	0	0	716.6821955656949	0	0	0	0	0.0125146457457182	0	0	0	0	0.5662177300397557	44.86234627136825	528.9859107872028	449.38648653732764	529.4859107872028	373.11351346267236	5.0784202909151075	1365.2710778601709	52.62477474335609	0.0965024613536471	0.0949628278613091	0.0037197157203935	0.0044318061855231	62	6.615761493053413	10.790207221812933	6.367521871590353	15.212892572035514	271.7288310606845	0.416417254012351	0	315.9499815105651	606.7290469592633	316.4499815105651	215.77095304073669	0.5662177300397557	44.86234627136825	0.0126212241913242	0.0176579244434834	0.0004147291620117	0.0038108758704174	6.316788545507794	9.462665307656355	4.357415732536049	14.567914882776659	89.52924813063179	0.2989501589750961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1365.2710778601709	86	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6008-reg-norm.fits	134	0	59820.17383680586	2459820.173836806	NaN	0	0	0	NaN	NaN	5.388308534185459	8.87081309430385	1.4	10.587512017270647	8	10	5.957680439648342	0	0	0	0	52.390865868988335	0	0	0	0	0.113716014057612	0	0	0	0	0.981656307243789	8.503492198220044	528.9542318090909	451.84363673421643	529.4542318090909	370.65636326578357	5.8483945801237445	247.21608837696178	8.858941021477364	0.6601685874129948	0.1946695446968079	0.0236570144707004	0.0046486873421291	106	5.428679788024887	6.355387705762718	6.440322290672112	6.270453120853324	350.78216154617286	0.9722165404889824	0	315.6291401841345	608.8864648934631	316.1291401841345	213.61353510653692	0.981656307243789	8.503492198220044	0.1154415485262949	0.034595362842083	0.0039708431343956	0.0036349670926683	5.347937280346032	6.303385466498758	6.204633919131054	6.402137013866463	80.89282069521246	0.9675487036605113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247.21608837696178	107	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6009-reg-norm.fits	135	0	59820.17402199097	2459820.174021991	NaN	0	0	0	NaN	NaN	4.993766622383809	8.727471846661631	1.4	10.587512017270647	8	10	6.0354694472843775	0	0	0	0	52.13267308511881	0	0	0	0	0.1157713405071338	0	0	0	0	0.9694660023558855	8.250123558236606	528.8174672310452	451.97421666074996	529.3174672310452	370.52578333925004	5.8511824373998715	239.29123203635555	8.660160293847788	0.675643664650939	0.2027164399623871	0.024452138875322	0.0046064311305859	105	5.019452527646735	6.206426454837139	6.190699535490627	6.222153374183651	48.19493164225033	0.9554544847114477	0	315.60628695273664	608.7291946563554	316.10628695273664	213.7708053436446	0.9694660023558855	8.250123558236606	0.1175092706809231	0.0361201576888561	0.0040514062889216	0.0036744410495481	4.968080717120882	6.077905848951243	5.910148148283803	6.245663549618682	69.11047420660968	0.9285744062700799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.29123203635558	108	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
6010-reg-norm.fits	136	0	59820.17421875009	2459820.17421875	NaN	0	0	0	NaN	NaN	4.482656923954098	8.297697955546226	1.4	10.587512017270647	8	10	6.0292811800588995	0	0	0	0	47.540874978553994	0	0	0	0	0.1268231008112229	0	0	0	0	0.9798941026023719	7.611983372008698	528.9284270546619	452.02086889325665	529.4284270546619	370.47913110674335	5.908057071271185	216.3042819277103	7.989542948684694	0.7394737232426818	0.2698657810688019	0.0273136390025126	0.0045511832280647	106	4.282301117208975	5.757201134280647	5.626207097238351	5.888195171322944	55.390025082289846	0.8790546004712954	0	315.87161288473465	608.9376300400696	316.37161288473465	213.56236995993038	0.9798941026023719	7.611983372008698	0.1287304575842487	0.0436930917203426	0.0045301650705641	0.0036346324628097	4.68301273069922	5.849639090604902	5.733619130323851	5.965659050885953	51.801333650747054	0.8434776555739102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.3042819277103	107	0	0	0	0	0	0	NaN	0	NaN	15	NaN	NaN
