P_MASS,P_RADIUS,P_TEMP_EQUIL,P_PERIOD,P_SEMI_MAJOR_AXIS,S_TEMPERATURE,S_MASS,S_RADIUS,P_FLUX,P_GRAVITY,P_ESI
1013.8777,13.1,116.04848,2720.0,3.74,5329.0,0.94,0.91,0.043097524,5.9080339,0.11174537
14.6,3.92,146.96007,124.26,0.3343,3271.0,0.32,0.3,0.11101588,0.95012495,0.29555544
8.5,2.85,919.30428,14.288,0.111,5726.0,0.83,1.04,174.28206,1.0464758,0.22275848
3.5,1.69,731.31527,19.88,0.141,5845.0,0.89,1.16,72.619425,1.2254473,0.28859308
1878.0481,12.8,70.787336,17202.194,13.183,5771.84,1.03,1.02,0.0059850654,11.462696,0.076016068
630.89255,13.4,201.70627,1176.45,2.231,5656.0,1.07,1.38,0.40848799,3.5135473,0.32254862
352.78,13.7,1098.845,137.48,0.539,4796.0,1.1,14.7,364.77187,1.8795887,0.06847007
116.78027,13.34,459.31328,38.478757,0.2213,5498.0,0.96,0.87,10.56908,0.65623264,0.15600704
23.8,5.23,1075.5628,3.4130362,0.0427,5346.0,0.86,0.83,317.79294,0.87010884,0.14897241
55.3,2.94,877.87529,17.232366,0.135,6089.0,1.01,1.26,141.03681,6.3977972,0.22074386
385.84562,13.7,334.45913,852.5,1.96,4982.0,1.39,4.92,3.1095988,2.0557601,0.28939666
1022.1413,12.92,1259.7917,4.175186,0.0523,5950.0,1.1,1.1,603.12033,6.1233051,0.07083995
647.10188,13.4,402.30268,673.2,1.74,4842.0,1.55,6.12,6.2673494,3.6038198,0.20412241
416.3573,13.6,982.09581,93.4,0.49,4847.0,1.44,10.3,221.5088,2.2510667,0.070780823
603.877,2.3,692.08288,8.199796,0.076,4970.0,0.8,0.76,55.293129,114.15444,0.26332034
1719.4603,12.834,777.30547,52.501129,0.301,4995.0,1.32,4.06,108.46861,10.439221,0.079252541
6.26,2.38,462.20262,34.260281,0.195,5413.0,0.88,0.74,10.837542,1.1051479,0.34527362
239.32479,11.377,1414.9753,2.5441765,0.037,5621.0,1.05,1.23,951.91145,1.8489798,0.078387843
1.9,1.8,904.74047,10.3039,0.091,5663.0,0.96,1.06,159.35195,0.58641975,0.27307392
511.7063,13.5,790.45093,157.57001,0.68,4891.0,2.28,10.06,93.271343,2.8077163,0.077725034
410.0007,13.6,231.6747,442.19,1.13,5538.0,1.01,1.07,0.82929793,2.2166993,0.38620019
8.23,2.8,591.93749,22.6786,0.1455,5430.0,0.8,0.91,29.472954,1.0497449,0.25925028
23.9,5.24,400.48335,122.744,0.4929,5911.0,1.06,1.11,6.1741811,0.87043296,0.29933434
21.4,4.91,234.54417,604.67,1.427,5911.0,1.06,1.11,0.75808279,0.88766846,0.52217338
9.18,2.98,560.26374,16.8191,0.11878,4931.0,0.79,0.78,23.615951,1.0337372,0.26121765
3.03,1.55,365.96795,11.4407,0.072,3607.0,0.38,0.38,4.2880738,1.2611863,0.53462708
1382.5536,12.9,170.93345,1039.15,1.988,5507.0,0.97,0.92,0.20881534,8.3081159,0.23798965
2.47,1.38,673.21024,2.64977,0.029,3722.0,0.5,0.49,48.775755,1.2969964,0.31197872
3.39,1.66,1413.194,2.50387,0.035958026,5612.0,0.99,1.2,947.12722,1.2302221,0.27289985
21.09,4.87,162.95434,122.6196,0.36175,3466.0,0.42,0.4,0.16897655,0.88923932,0.31442271
4.62,1.99,704.48573,3.67626,0.0405,4097.0,0.65,0.63,58.491122,1.1666372,0.27766944
5.71,2.26,289.13935,15.04,0.081,3384.0,0.31,0.32,1.6597014,1.1179419,0.6752644
1.4,0.952,621.68598,19.578328,0.1387,5495.0,0.93,0.92,35.708723,1.5447355,0.33119244
22.1,5.0,876.37143,17.24,0.14,5841.0,1.2,1.64,144.41367,0.884,0.15823821
105.83686,10.368,1405.0759,4.3474032,0.0543,5607.0,1.13,1.75,925.55097,0.98457084,0.084911246
7.22,2.59,774.93279,13.900148,0.11605498,5881.0,1.08,1.0,91.865347,1.0763107,0.2405435
3.6,1.718,850.35653,4.3931539,0.04825,4884.0,0.78,0.75,124.16676,1.2197089,0.27955535
5.3,0.82,1048.9807,6.16486,0.064888,5858.0,1.0,1.04,287.52209,7.882213,0.29432101
2542.6273,11.209,493.46663,109.75,0.5109,6651.0,1.47,1.49,15.964797,20.237132,0.14054563
14.2,3.86,797.66275,17.8999,0.1439,6150.0,1.24,1.24,96.13431,0.95304572,0.19205525
2437.4261,12.6,211.83972,1818.8234,3.075,6179.26,1.17,1.94,0.50103154,15.352898,0.35269416
905.81096,13.2,138.90653,1820.0,2.877,5474.0,0.96,0.95,0.090664002,5.1986396,0.15345455
464.02947,11.568,819.20767,1.7318561,0.02384,3776.9,0.6,0.58,107.10464,3.4676001,0.086108284
4.7,2.17,533.68032,16.145699,0.1162,4909.0,0.8,0.72,19.378253,0.99810996,0.31095415
44.17815,16.41,1146.9412,6.2463345,0.0676,6078.0,1.06,1.24,411.89702,0.16405534,0.058251798
1150.5446,13.0,214.36258,2149.0,3.584,4915.0,1.33,3.49,0.50512953,6.8079562,0.35084815
7.41,2.63,716.88229,17.028937,0.127,5835.0,0.98,1.1,62.718052,1.0712892,0.24506895
11.31,3.37,482.1707,58.883,0.3007,5576.0,1.05,1.16,12.864444,0.99587035,0.28361057
352.7913,13.7,213.79424,1179.0,2.2,5577.0,1.03,1.67,0.50153852,1.8796489,0.34555209
905.49313,13.2,862.35325,157.35,0.594,4580.0,1.13,10.22,131.40062,5.1968155,0.075834437
1.46,1.12,1400.8049,1.2248663,0.0219,5282.0,0.82,0.79,914.34853,1.1639031,0.29330388
266.02371,13.85,1725.3194,1.915291,0.0312,5599.0,1.1,1.56,2113.0789,1.3868222,0.065417947
918.5287,13.2,218.63164,434.5,1.13,5426.0,1.02,0.95,0.55938072,5.2716294,0.36047379
1.37,1.1,431.40027,5.24,0.0441,3420.0,0.4,0.36,8.2247522,1.1322314,0.44517693
0.26,0.692,948.96691,2.13174,0.029833024,4991.0,0.78,0.55,192.57745,0.54295165,0.2884597
1.01,1.01,608.70074,2.87814,0.023899662,3489.0,0.22,0.37,32.599916,0.99009901,0.33497372
43.86054,9.785,1151.7001,3.583893,0.04667,5679.0,1.06,1.09,467.75979,0.45809159,0.090332887
12.214,3.53,184.36353,105.911,0.343,3534.0,0.48,0.48,0.27646379,0.98018602,0.43732084
3686.828,12.4,834.33472,8.9891,0.081671005,3807.0,0.9,1.88,120.74761,23.97781,0.080439191
3.03,1.554,927.7191,4.382745,0.049245485,5185.0,0.83,0.8,175.90053,1.254702,0.28425976
3.68,1.74,624.2727,13.81513,0.1041,5152.0,0.79,0.82,36.066047,1.2154842,0.30432215
112.19399,8.575,762.75281,4.1480467,0.04515,4405.0,0.71,0.7,80.682974,1.5258131,0.11188267
4.0,1.829,694.89005,7.610303,0.06899,4930.0,0.76,0.74,56.597303,1.1957285,0.28668788
37.1,2.65,901.29136,22.951,0.172939,6022.0,1.32,1.85,182.2253,5.2830189,0.23102614
2884.9284,12.5,81.090511,6134.427,6.248,5160.0,0.86,0.83,0.011255398,18.463542,0.083041293
381.39409,13.7,145.80978,2266.4,3.396,5921.0,1.02,1.07,0.10757188,2.0320427,0.16464439
3786.6076,12.4,200.99954,1535.1191,2.694,6040.0,1.1,1.53,0.412286,24.626741,0.33031918
184.34048,19.089,1611.1968,4.007232,0.05387,6457.0,1.3,1.74,1612.6219,0.50588798,0.049126658
1.78,1.18,833.92534,1.22003,0.0197,3717.0,0.68,0.5,118.04608,1.2783683,0.30232551
390.9309,13.7,301.82274,328.55,0.993,6032.0,1.21,1.34,2.6781692,2.0828542,0.30914288
444.962,2.3,1443.7401,0.381073,0.009,3879.0,0.6,0.58,1060.4715,84.1138,0.24124332
4096.8287,12.3,963.53,535.59998,1.29,4052.0,1.61,40.0,225.52621,27.079309,0.076885453
40.4,7.14,342.7071,394.62449,1.1088,6059.0,1.23,1.64,3.2756204,0.79247385,0.34722186
8.5,2.85,683.71928,3.8728,0.0428,4324.0,0.7,0.69,51.89344,1.0464758,0.23950512
2.99,1.54,517.40987,2.326318,0.02,3200.0,0.23,0.24,17.019234,1.2607522,0.35365165
3478.9497,12.4,143.9671,2269.8173,3.395,5716.0,1.01,1.13,0.12268353,22.625844,0.18316865
1239.5308,13.0,140.54759,2124.54,3.318,5732.0,1.08,0.98,0.094842137,7.3345017,0.15791774
346.4347,13.7,915.19413,5.0505,0.06,5519.0,0.97,0.89,166.64196,1.8457813,0.071914913
337.21763,13.8,828.68302,153.22,0.576,4649.0,1.08,8.95,111.98381,1.770729,0.074553831
5.39,2.18,284.63153,21.750264,0.121,3654.47,0.49,0.4,1.5661143,1.1341638,0.69474456
718.2958,14.572,1871.8959,2.72474,0.0417,6200.0,1.29,1.95,2915.5997,3.3827118,0.062382445
356.28743,13.7,370.6542,676.6,1.7,4946.0,1.43,5.01,4.5643907,1.898276,0.23949559
127.132,14.0,1047.7531,5.118,0.057323609,5725.0,0.96,0.89,304.13172,0.64863265,0.067786258
68.06,9.71,90.276215,532.58,0.912,3287.0,0.34,0.36,0.017299005,0.72186084,0.10710391
39.09,3.444,1777.507,0.76552414,0.01598,5373.8,0.93,0.92,2370.5354,3.2956371,0.1935372
165.26,14.12,1439.9813,4.20474,0.0526,5590.0,1.09,1.79,1021.0065,0.82889278,0.064843236
24.6,5.333,533.1416,33.589979,0.18750562,5511.0,0.78,0.89,19.185426,0.86495187,0.20007013
8.4,2.83,1295.7904,2.1684526,0.0337,5837.0,1.01,1.0,669.48399,1.0488332,0.21822563
276.5121,13.9,320.00273,996.0,2.153,4826.0,1.34,4.87,2.5021086,1.431148,0.31679824
321.00669,10.16,135.39069,1071.2321,1.883,4884.0,0.78,0.75,0.085187394,3.1097585,0.16803179
1195.0408,13.0,259.58179,325.803,0.97,5744.0,1.15,1.14,1.1880452,7.0712473,0.39086951
139.8452,11.994,1078.7459,3.76483,0.0473,5750.0,0.67,0.8,321.57162,0.9721191,0.077098555
190.698,13.899,1309.8413,3.37265,0.0449,6050.0,1.07,1.02,699.14955,0.98714063,0.066233363
5.6,1.73,205.63826,24.73723,0.0946,3096.0,0.18,0.22,0.4252258,1.8710949,0.65784339
1.91,1.272,384.90178,3.77794,0.027,3096.0,0.18,0.22,5.2217493,1.1804814,0.51278419
1.16,1.05,259.52272,4.90634,0.0259,3034.0,0.1,0.12,1.0779435,1.0521542,0.96836238
1.05,1.02,195.79453,11.416,0.0455,3034.0,0.1,0.12,0.34940163,1.0092272,0.65900478
75.96099,10.514,1358.6639,3.671463,0.04988,5710.0,1.23,1.45,809.73448,0.68715494,0.084073882
70.55791,11.097,1105.303,4.631296,0.0549,5690.0,1.06,1.06,355.2329,0.5729735,0.081992252
11.1,1.8,1683.2083,0.84742346,0.016979454,5464.0,0.91,0.83,1906.1303,3.4259259,0.26531084
6.4,1.6,941.52291,4.841962,0.054267228,5464.0,0.91,0.83,186.60562,2.5,0.28165234
86.7,8.7,658.41355,1.5227591,0.01808,3260.0,0.34,0.36,44.628989,1.1454618,0.12125119
0.82,0.954,148.46644,26.13,0.0791,3034.0,0.1,0.12,0.11580136,0.90098405,0.43941754
2479.0,12.6,1036.8149,605.2,1.7,4092.1,1.7,47.2,275.73784,15.614764,0.074498323
762.8,13.3,683.01939,357.8,1.1,4538.2,1.5,11.4,51.997287,4.3122845,0.087369434
467.20776,13.6,206.52001,1157.0,2.34,5882.0,1.12,1.61,0.79196562,2.5259935,0.38426054
3465.601,12.4,54.613738,14901.993,10.817,4703.93,0.75,0.75,0.0021566523,22.539028,0.073938546
1652.7077,2.66,413.38848,13.102,0.088,3746.0,0.55,0.55,6.9348114,233.57846,0.38148051
483.0,11.874,223.70909,1107.5923,2.7205,6210.0,1.22,1.79,0.59626152,3.4257293,0.37654079
1398.452,12.9,398.57571,1056.4,2.5,4884.0,1.94,8.03,6.3142075,8.4036536,0.20601579
1.51,1.13,493.75674,14.64558,0.11007111,4540.0,0.83,0.68,14.114104,1.1825515,0.38494639
2320.1,12.6,295.64307,675.47,1.68,6430.0,1.39,1.74,1.8614891,14.613883,0.36041119
6935.3337,12.1,60.32496,17132.159,12.518,5185.97,0.88,0.87,0.0031521883,47.369262,0.076572835
3623.2438,12.4,214.92598,1888.0,3.34,5509.0,1.39,2.66,0.52007872,23.564281,0.35834232
130.9453,10.604,630.26918,3.792622,0.04041,3747.0,0.61,0.59,37.554019,1.1645295,0.11007367
640.0,12.3,405.77542,60.323105,0.3,5498.0,0.99,0.95,6.4384933,4.2302862,0.20740627
1589.15,12.9,798.98244,613.2,1.7,4155.0,1.8,39.0,101.15434,9.5496064,0.079630539
5.77,2.27,417.22741,41.008011,0.216,5311.0,0.86,0.7,7.1960223,1.1197578,0.39902458
0.422,0.792,1065.7178,3.26664,0.042356,5450.0,0.94,0.84,306.31631,0.67276298,0.29271682
25.6,2.401,941.35228,3.005156,0.0375,4974.0,0.87,0.82,189.50306,4.4407431,0.24210628
25.0,3.33,399.29359,118.3807,0.466,5663.0,0.96,1.06,6.14002,2.2545068,0.36446948
3.22,1.61,828.75031,6.9210102,0.059,4651.0,0.75,0.7,112.02011,1.242236,0.28601661
9.67,1.93,1171.4073,2.7970365,0.038,5558.0,0.91,0.91,447.12897,2.5960428,0.26113582
3.79,1.77,907.4219,12.949,0.1061,5817.0,0.95,1.35,162.94623,1.2097418,0.27438905
2.27,1.31,1213.1115,1.9227987,0.029,5191.0,0.84,0.8,514.28517,1.3227667,0.2892744
30.8,6.09,496.0811,127.83381,0.5829,6260.0,1.23,1.36,14.381755,0.83045505,0.20242357
2.13,1.26,1060.2912,6.919798,0.069,5816.0,0.95,0.96,300.12475,1.3416478,0.29289473
4.9,2.06,1022.1384,5.687945,0.064,5888.0,0.94,0.96,259.20302,1.15468,0.25680318
5.35,2.17,511.55599,11.350119,0.0796,4027.0,0.59,0.57,16.261997,1.1361464,0.32253236
8.05,2.76,465.48932,33.199565,0.1894,5279.0,0.86,0.81,11.149106,1.0567633,0.32288796
7.75,2.7,771.09742,23.584477,0.1583,5747.0,1.01,1.24,83.953377,1.0631001,0.23692315
2.07,1.24,1450.1664,1.796302,0.027,5580.0,0.96,0.86,1050.2011,1.3462539,0.29018382
7.32,2.61,948.15215,15.660544,0.13,6169.0,1.11,1.35,191.91693,1.0745585,0.2324473
14.0,3.83,825.92198,11.379349,0.101,5847.0,0.97,0.97,110.49872,0.95440013,0.19137442
7.04,2.55,645.67658,16.877274,0.1245,5582.0,0.96,0.9,41.27255,1.0826605,0.25896993
9.17,2.98,324.42993,116.3319,0.4451,5434.0,0.91,0.85,2.6307817,1.0326111,0.52606254
4.42,1.94,777.53416,14.374574,0.1137,5817.0,1.01,1.05,86.791875,1.1744075,0.27295717
4.46,1.95,579.92351,15.955387,0.116,5117.0,0.79,0.72,26.85864,1.1729126,0.30527785
2.15,1.27,965.34309,0.89304124,0.0143,3631.0,0.49,0.46,206.21864,1.3330027,0.29468546
2.73,1.46,1077.466,1.4112299,0.0221,4433.0,0.7,0.67,320.04825,1.2807281,0.28496659
2653.8805,12.6,406.94557,256.78,0.917,6291.0,1.86,2.13,10.101678,16.716304,0.16344223
3.19,1.6,1253.9627,1.2195683,0.0204,4848.0,0.78,0.73,587.13729,1.2460937,0.27665194
3.26,1.47,2025.5817,0.8374907,0.01685,5708.0,0.91,1.06,3997.6079,1.5086307,0.28055312
49.4,4.3,726.29626,35.736,0.2236,6689.45,1.1,1.07,66.077926,2.6717144,0.18484993
9.53,3.05,906.47304,14.553976,0.1256,6383.0,1.3,1.47,160.33219,1.0244558,0.21527998
6.48,2.43,360.78627,53.529349,0.2548,4838.0,0.81,0.74,4.0234736,1.0973937,0.48228384
9.01,2.95,1002.4282,9.9406725,0.0953,6310.0,1.23,1.29,239.78069,1.0353347,0.21668421
5.86,2.29,871.66486,3.1268622,0.0414,4755.0,0.77,0.72,137.08796,1.1174463,0.25000568
26.0,3.51,1700.4275,1.1947268,0.02234,5634.0,1.03,1.04,1985.3344,2.1103725,0.19138232
7627.8818,12.0,88.354527,22000.0,17.0,6655.0,1.4,1.59,0.016041417,52.971401,0.090653881
7.46,2.639,674.31088,18.7992,0.13925236,5770.0,1.02,0.97,49.215459,1.0711741,0.25007057
19.3,4.627,772.31377,12.51937,0.10619351,5770.0,1.02,0.97,84.500576,0.9014846,0.17258373
1694.0339,15.816,1824.0789,3.1414391,0.04714,6626.0,1.41,1.84,2637.012,6.7721845,0.057991268
6.66,2.47,912.38773,5.902206,0.063,5428.0,0.96,0.95,164.55796,1.0916422,0.23991826
3.33,1.64,974.93366,3.33616,0.042,5100.0,0.84,0.77,214.53661,1.2381023,0.2787867
0.13,0.57,454.2851,1.865169,0.0154,3068.0,0.13,0.17,10.116853,0.40012311,0.3886222
3.33,1.64,1152.4608,4.0258225,0.0483,5792.0,1.0,1.0,418.89554,1.2381023,0.27568447
8.96,2.94,821.60578,24.757642,0.1688,5957.0,1.06,1.08,108.20694,1.0366051,0.22342051
2.48,1.38,1389.9715,0.84338011,0.0163,4861.0,0.8,0.75,886.38988,1.3022474,0.28551067
3.36,1.65,869.50901,5.3227406,0.06,5477.0,0.92,0.88,135.73677,1.2341598,0.28197341
16.4,4.2,1024.0929,20.740284,0.154,6117.21,1.15,2.22,261.19121,0.92970522,0.17431837
4.54,1.97,698.79882,12.057072,0.0984,5478.0,0.93,0.86,56.625207,1.1698317,0.27942468
8.66,2.883,708.30455,25.8476,0.1761,6293.0,1.23,1.15,59.769729,1.0419062,0.2350091
0.64,0.89,890.21332,1.937055,0.024,3944.0,0.57,0.48,149.13429,0.80797879,0.30110016
3.75,1.76,499.9701,32.29688,0.1885,5248.0,0.85,0.81,14.838066,1.2106147,0.35222904
71.0,8.86,401.86435,134.4628,0.5135,5922.0,1.08,1.14,6.193257,0.90446321,0.23950894
0.693,0.91,708.10456,25.209715,0.164,6004.0,0.86,1.12,67.015755,0.83685545,0.31287736
0.688,0.908,1200.7535,2.0478,0.0296,4520.0,0.73,0.66,493.64709,0.83448155,0.29492741
5.82,2.28,925.88962,3.9496314,0.0463,5047.0,0.82,0.78,174.51711,1.1195753,0.24845815
11.2,3.356,812.43389,20.4998,0.1528,5838.0,1.05,1.52,103.45543,0.99442977,0.20797548
8.8,2.91,955.45838,4.544439,0.053,5752.0,0.92,1.0,197.90112,1.0391942,0.21941878
8.46,2.67,696.38152,16.2385,0.126039,5690.0,1.0,1.02,55.845747,1.1867188,0.24570094
3.9,1.381,1666.2418,1.678328,0.02778,6004.0,1.02,1.12,1842.9102,2.0449244,0.2846549
5.69,2.25,643.21434,40.714955,0.232,5986.0,1.07,0.9,40.646582,1.1239506,0.2739873
13.0,3.66,321.74737,15.819,0.101,3542.0,0.53,0.52,2.5571221,0.97046791,0.49134819
16.0,4.14,360.77078,122.1,0.46,5630.0,0.85,0.95,4.4071717,0.9335107,0.37941765
6.12,2.35,751.29813,7.240193,0.067,4954.0,0.81,0.72,75.657223,1.1081938,0.25471573
5.73,2.26,636.92171,12.124009,0.0965,5198.0,0.83,0.8,39.079174,1.1218576,0.27471652
14.3,3.88,602.90643,26.3162,0.17425762,5770.0,1.02,0.97,31.379624,0.9498884,0.21623532
216.12332,15.805,1583.353,5.616531,0.066,6730.0,1.32,1.52,1492.4924,0.86519227,0.058335794
4.6,1.9,728.65593,20.4415,0.14728,5833.0,1.02,0.97,66.950683,1.2742382,0.27947451
109.8,2.09,915.02886,5.524242,0.061,5497.0,0.86,0.94,166.47167,25.136787,0.25814723
5.4,2.37,845.25954,10.573753,0.09528,5687.0,1.03,1.07,131.35756,0.96138439,0.24658368
63.566,9.32,153.5995,1728.0,2.729,5683.0,0.91,0.98,0.13574452,0.7318011,0.21609308
7.51,2.65,938.7516,6.885875,0.07,5617.0,0.95,1.03,184.41826,1.0694197,0.23094311
1.98,1.22,1162.8725,12.645164,0.099,5603.0,0.89,0.9,434.23978,1.3302876,0.29266296
5.77,2.27,546.72,41.805985,0.2329,5860.0,1.04,1.04,21.215879,1.1197578,0.30039597
5.1,2.11,554.28834,41.697998,0.2359,6035.0,1.06,1.02,22.415277,1.1455268,0.30579039
9.96,3.13,611.69578,14.532442,0.1083,5350.0,0.89,0.84,33.246282,1.0166481,0.24085714
5.69,2.25,948.39918,5.7385647,0.0632,5790.0,0.96,0.92,192.11702,1.1239506,0.24922594
5.79,2.274,1149.4467,6.393025,0.066255468,5946.0,0.95,1.24,414.53055,1.1196896,0.24441537
12.9,2.215,384.39672,81.73778,0.3554,5534.0,0.89,0.87,5.3623965,2.6293128,0.44640241
12.2,3.53,1505.694,3.4982,0.04853,6400.0,1.25,1.38,1224.1735,0.97906251,0.1910937
2097.6675,12.7,989.1919,490.0,1.3,3940.0,1.14,38.4,234.41083,13.005564,0.074683437
8.65,2.88,429.26857,124.9144,0.48,6080.0,1.2,1.2,8.0633874,1.0428723,0.35110344
11.44182,2.52,730.30064,8.8656511,0.0734,5306.0,0.72,0.72,67.547282,1.8017479,0.24867972
400.449,12.251,1239.9735,1.4324752,0.02289,4790.0,0.78,0.77,571.01831,2.6681125,0.074274381
208.81326,10.133,395.66401,49.2519,0.249,5096.0,0.85,0.79,5.9295378,2.0336771,0.23219708
309.8827,18.114,1731.9884,1.9622933,0.03185,6280.0,1.12,1.25,2136.8849,0.94442746,0.051367387
352.78953,13.137,1493.4894,3.2443141,0.04611,5859.0,1.24,1.54,1181.4348,2.0441995,0.068955151
2688.8418,11.994,1320.9772,5.644207,0.0694,6218.0,1.39,1.65,810.33683,18.691199,0.07508595
2790.43,12.5,989.14567,428.5,1.19,4330.0,1.23,31.88,230.91715,17.858752,0.075749398
4.1,1.25,346.08998,17.66484,0.101,3759.0,0.44,0.44,3.4068833,2.624,0.60589256
6.3,2.388,641.64075,13.673694,0.1039,5266.0,0.8,0.79,40.25028,1.1047701,0.26746318
6.68,2.474,287.00952,84.8396,0.3405,4622.0,0.73,0.67,1.6178045,1.0913827,0.65669073
117.27868,13.4,512.81792,24.6744,0.15544,5144.0,0.82,0.79,16.470856,0.6531448,0.12659734
15.05,3.99,324.47005,61.3,0.27514427,4440.0,0.74,0.68,2.642648,0.94534582,0.46972008
5.06,2.1,979.92097,5.4483253,0.0603,5719.0,0.99,0.92,218.9603,1.1473923,0.25575271
20.2,2.36,879.02721,12.883,0.1072,6039.0,1.0,1.43,141.77852,3.6268314,0.24633795
7.05,2.2,970.69997,12.8159,0.110537,5825.0,1.08,1.49,210.89755,1.4566116,0.25105508
4.19,1.88,689.89915,12.00096,0.0906,5194.0,0.87,0.82,53.79521,1.1854912,0.28526323
1.46,1.12,831.70412,22.597053,0.148,5577.0,0.97,0.88,113.6257,1.1639031,0.30407896
7.9,2.73,684.44741,10.04156,0.087,5243.0,0.82,0.82,52.11485,1.0599901,0.24461063
4.42,1.94,668.95984,27.572274,0.1834,5911.0,1.04,1.04,47.555564,1.1744075,0.28531733
2.54,1.4,589.77287,7.416397,0.061,4257.0,0.6,0.52,28.730311,1.2959184,0.33001479
3.02,1.55,779.97423,18.010199,0.136,6003.0,0.98,1.18,87.886503,1.2570239,0.29217742
6.48,2.431,890.19125,7.34371,0.0697,5757.0,0.86,0.76,149.1195,1.096491,0.24254129
2.3,1.319,708.1159,8.2774401,0.077,5129.0,0.89,1.78,59.706079,1.3220207,0.3093059
8.9,2.836,722.06232,13.3397,0.1083,5532.0,0.95,0.99,65.379898,1.1065666,0.23523564
2.99,1.54,1583.9572,3.292781,0.045,5684.0,1.05,1.76,1494.7721,1.2607522,0.27801467
858.1,3.2,997.17471,10.7421,0.099,5760.0,1.11,1.52,234.86402,83.798828,0.20706578
6.54,1.71,1249.4147,2.369172,0.03376,5477.0,0.92,0.98,581.74512,2.2365856,0.27137533
9.9,3.119,884.6389,4.5923801,0.0519,5351.0,0.89,0.8,145.43378,1.0176641,0.21338564
6.0,7.16,578.95098,52.0902,0.287,6174.0,1.17,1.3,26.691438,0.11703755,0.1542328
2.86,1.5,517.68313,1.565409,0.0182,3359.0,0.22,0.24,17.055216,1.2711111,0.35551275
3.0,1.61,685.81105,35.3331,0.217335,5825.0,1.08,1.49,58.966489,1.1573628,0.29678176
1.92,1.21,426.81996,20.837846,0.128,4500.0,0.65,0.59,7.880977,1.3113858,0.44802916
8.15,2.78,1363.71,4.9195838,0.0605,6322.0,1.25,1.34,821.27623,1.054552,0.21997191
1493.7,5.3,594.10476,42.6318,0.26,6340.0,1.21,1.22,29.583755,53.175507,0.18166376
8.45,2.84,893.4964,13.285356,0.1179,6388.0,1.28,1.45,151.3465,1.0476592,0.22426903
2.42,1.36,715.13467,13.060855,0.108,5841.0,0.99,0.88,62.108707,1.308391,0.30685832
2.6,1.42,930.71785,1.5237282,0.0208,3959.0,0.56,0.54,178.1859,1.2894267,0.2900978
2.1,7.1,468.13771,45.154,0.2514,6018.0,1.04,0.94,11.418713,0.041658401,0.20282349
7.34,1.32,1192.7246,6.88705,0.073063,5825.0,1.08,1.49,486.75021,4.2125803,0.28907074
2.63,1.43,804.28102,12.758005,0.107,5828.0,1.02,1.07,99.364773,1.2861265,0.29577865
3.71,1.75,677.20707,54.280749,0.297,6090.0,1.3,1.33,49.944435,1.2114286,0.29381148
10.8,3.28,422.02316,31.509728,0.186,4832.69,0.87,0.82,7.534071,1.0038667,0.3404574
6.04,2.33,491.46821,16.797139,0.1158,4685.0,0.75,0.71,13.854246,1.1125642,0.32606939
4.42,1.94,556.64782,15.362628,0.1126,4919.0,0.78,0.74,22.79939,1.1744075,0.31399112
29.9,3.01,874.20064,7.171,0.0699,5536.0,0.89,0.95,138.69016,3.3001843,0.21807335
7.61,2.67,491.08737,56.633742,0.287,5918.0,1.03,1.09,13.811352,1.0674859,0.30890212
1.81,1.19,883.08461,12.57201,0.1072,6188.0,1.14,1.21,144.41438,1.2781583,0.29992554
2.04,1.23,672.79958,6.668391,0.058,4208.0,0.61,0.55,48.656853,1.3484037,0.31746539
5.27,2.15,680.33618,47.318218,0.269,6117.0,1.17,1.33,50.873948,1.1400757,0.27279322
4.54,1.97,814.67675,8.306,0.0766,5499.0,0.92,1.24,104.6026,1.1698317,0.26885435
4.16,1.87,610.88282,66.557906,0.38,6227.0,1.2,1.32,33.069894,1.1896251,0.30073909
0.972,1.0,1173.3395,5.341853,0.059,5938.0,1.07,1.13,450.08649,0.972,0.29602836
1.71,1.17,1181.9879,1.6329,0.026,5208.0,0.81,0.81,463.50381,1.2491782,0.29376191
2.13,1.26,1022.1548,2.8531336,0.0367,5043.0,0.82,0.77,259.21962,1.3416478,0.29362808
4.62,1.99,558.15754,51.111024,0.2668,5866.0,1.01,1.01,23.04774,1.1666372,0.31072113
7.7,2.69,581.89891,15.943,0.1194,5177.0,0.9,0.81,27.226471,1.0641091,0.267515
4.66,2.0,819.10856,8.7961786,0.0872,6077.0,1.1,1.15,106.89737,1.165,0.26706672
2.57,1.41,1392.9121,4.938864,0.059,6105.0,1.11,1.29,893.91449,1.2926915,0.2842914
1.81,1.19,662.22551,23.44281,0.163,5764.0,1.05,1.19,45.669346,1.2781583,0.32042143
0.5,0.74,745.72335,7.415563,0.066,4504.0,0.61,0.62,73.436527,0.91307524,0.30382734
6.4,6.14,373.75332,191.2318,0.676,5600.0,1.1,1.82,4.6391364,0.16976307,0.31637112
2.92,1.52,996.9305,7.9901963,0.0785,6080.0,1.1,1.17,234.56364,1.2638504,0.28387449
0.64,0.89,569.59297,5.795278,0.051,3903.0,0.55,0.5,24.995374,0.80797879,0.34599959
1.46,1.12,857.55054,6.186676,0.064,5411.0,0.82,0.81,128.42218,1.1639031,0.30267075
4.12,1.86,561.04116,17.738506,0.128,5282.0,0.81,0.79,23.527732,1.1908891,0.31663035
3.86,1.79,1068.202,12.51616,0.11,6209.0,1.06,1.05,309.1823,1.2047065,0.2694789
