P_MASS,P_RADIUS,P_TEMP_EQUIL,P_PERIOD,P_SEMI_MAJOR_AXIS,S_TEMPERATURE,S_MASS,S_RADIUS,P_FLUX,P_GRAVITY,P_ESI
249.05159,13.9,517.23997,75.2203,0.362,5522.0,1.12,1.76,30.044296,1.2890202,0.098650155
6.6,2.457,555.44758,11.07085,0.085884198,4570.0,0.69,0.7,22.603384,1.0932856,0.28748889
1551.0026,12.9,182.99528,1613.7402,2.8,6183.0,1.12,1.24,0.30110067,9.3203691,0.28534135
3.36,1.65,1091.8144,10.107691,0.0889,5608.0,0.97,0.94,337.43993,1.2341598,0.27599043
2.76,1.47,775.98682,8.436387,0.077,5187.0,0.91,0.8,86.103053,1.2772456,0.29614904
4.98,2.08,731.36033,8.4964224,0.0726,4965.0,0.74,0.71,67.94019,1.1510725,0.27000848
0.615,0.88,1871.2557,1.4951495,0.0257,6019.0,1.09,1.15,2911.6137,0.79416322,0.29193879
1.01,1.01,395.39868,7.760178,0.05,3360.47,0.27,0.33,5.8573813,0.99009901,0.49911318
12.6,3.6,221.13769,210.63059,0.6477,5053.0,0.81,0.77,0.56787429,0.97222222,0.55534681
2.54,1.4,192.24507,86.828989,0.3006,3784.0,0.54,0.51,0.32435608,1.2959184,0.62049439
7.56,2.66,367.12021,124.52446,0.4865,5542.0,1.01,1.02,4.3135448,1.0684606,0.45475209
12.7,3.61,416.45785,33.653079,0.193,4942.0,0.82,0.92,7.1430778,0.97451677,0.3330495
9.32,3.01,493.38049,41.885775,0.229,5731.0,0.95,1.06,14.071132,1.0286862,0.29167426
1640.0028,12.8,124.08985,5062.0,6.15,6032.0,1.21,1.34,0.056973051,10.009783,0.1261687
4.04,1.84,511.58848,9.325038,0.076,4222.06,0.68,0.65,16.389104,1.1932892,0.34019629
2.66,1.438,1051.9704,6.66767,0.069773801,5753.0,1.02,1.19,290.81395,1.286364,0.28634194
167.4,14.2,281.46257,431.7,1.01,4640.0,0.73,0.68,1.576863,0.83019242,0.36585904
7.41,2.63,578.35764,18.55257,0.1336,5261.0,0.84,0.8,26.569726,1.0712892,0.27136807
2.33,1.33,1166.3469,5.885273,0.066,6075.0,1.15,1.24,439.45269,1.3172028,0.28901536
1.46,1.12,1903.8518,1.5432066,0.0257,5923.0,1.03,1.14,3119.8503,1.1639031,0.29221378
9.32,3.01,333.31597,122.88081,0.4629,5533.0,0.95,0.89,2.9310663,1.0286862,0.50373521
7.56,2.66,642.93051,9.6931203,0.0754,4781.0,0.73,0.7,40.574886,1.0684606,0.25440911
4.19,1.88,802.84912,13.563097,0.1109,5701.0,0.97,0.96,98.659045,1.1854912,0.27417976
1.41,1.11,2045.9187,1.1385434,0.022,6260.0,1.16,1.27,4160.5873,1.1443876,0.29227235
2.57,1.41,849.77243,15.021798,0.1197,5863.0,1.06,1.29,123.82596,1.2926915,0.29390001
12.3,3.54,435.88486,70.96746,0.3392,6179.0,1.17,1.25,8.5721214,0.98151872,0.31487813
8.3,2.81,345.35323,109.64718,0.4382,5628.0,0.94,0.92,3.3779658,1.0511518,0.48974637
4.19,1.88,597.21132,18.735753,0.13,5187.0,0.91,0.8,30.207396,1.1854912,0.30383313
2.15,1.27,1655.7474,1.3115556,0.024,5677.0,0.98,0.97,1784.7505,1.3330027,0.28869534
908.96,12.67,910.14093,12.87471,0.1143,5977.0,1.2,1.38,165.06931,5.6622826,0.07673068
8.75,2.9,837.75194,17.979791,0.1447,6185.0,1.24,1.33,116.96689,1.0404281,0.22420253
10.1,3.16,538.15511,34.188905,0.1981,5616.0,0.95,0.93,19.917327,1.0114565,0.26260131
4.74,2.02,636.48298,7.6188,0.0667,4742.0,0.68,0.66,38.971609,1.1616508,0.2870812
2.99,1.54,528.84594,19.76172,0.1464,5328.0,0.78,0.74,18.574531,1.2607522,0.34758513
12.0,3.49,951.81263,5.76918,0.0602,5610.0,0.87,0.94,194.89784,0.98521359,0.19774427
6.39,2.41,789.57592,5.06416,0.0532,4870.0,0.78,0.74,92.294694,1.1001877,0.2488148
5.84,3.5,625.85452,36.8601,0.2184,5732.0,0.92,1.32,36.432983,0.47673469,0.22390756
2.1,1.25,699.14793,8.348125,0.075,4997.0,0.84,0.76,56.738451,1.344,0.31288008
10.5,3.23,271.72771,425.47785,1.1546,5797.0,1.01,1.02,1.2946038,1.0064316,0.61632708
4.7,2.01,608.94293,15.931474,0.1143,5261.0,0.84,0.8,32.651831,1.1633375,0.29386246
5.77,2.27,381.83123,96.16987,0.3771,5069.0,0.77,0.74,5.0476233,1.1197578,0.45283019
7.27,2.6,360.09392,27.52198,0.1445,3931.0,0.55,0.53,3.9926782,1.0754438,0.47235084
5.73,2.26,583.4681,33.040532,0.198,5690.0,0.98,1.0,27.521343,1.1218576,0.28794103
7.18,2.58,319.56005,87.090195,0.359,4997.0,0.84,0.76,2.4763447,1.0786611,0.56690799
7.8,2.71,606.82654,46.406336,0.2559,6170.0,1.15,1.24,32.200264,1.062077,0.25986762
308.2951,8.373,345.0077,125.63243,0.4988,5820.0,1.05,0.95,3.8016733,4.3974857,0.30746119
4.98,2.08,683.1057,10.613839,0.095,5818.0,0.91,0.89,51.707411,1.1510725,0.27594747
47.03884,9.528,1311.4793,3.3769848,0.0451,5638.0,1.08,1.34,702.50095,0.51814714,0.091575149
0.871,0.97,943.60467,14.796746,0.1268,6170.0,1.2,1.28,188.26149,0.92570943,0.30028264
1.55,1.14,898.56487,4.5513997,0.0499,5213.0,0.84,0.8,154.80996,1.1926747,0.30043861
2.73,1.46,931.62997,3.763024,0.045,5106.0,0.86,0.8,178.88543,1.2807281,0.28836345
120.6,13.6,120.25229,5700.0,6.36,5836.0,1.07,1.38,0.04969449,0.65203287,0.11558207
291.12,13.9,1439.2449,3.092514,0.0443,6168.0,1.21,1.27,1019.2898,1.5067543,0.065750526
5.73,2.26,677.12647,16.087845,0.122,5513.0,0.93,0.94,49.920662,1.1218576,0.2677522
19.1,2.81,552.47834,47.903645,0.272,5786.0,1.17,1.49,22.123926,2.4189157,0.27192483
2.18,1.28,529.83791,7.824904,0.065,4255.0,0.58,0.55,18.714287,1.3305664,0.358722
25.2,5.41,797.67823,6.581484,0.066,5180.0,0.85,1.04,96.141773,0.86100567,0.15366268
97.8,1.79,1071.3584,6.057342,0.061,5297.0,0.86,0.93,312.853,30.523392,0.26942762
291.438,16.14,1323.03,2.828042,0.04016,5675.0,1.08,1.12,730.26289,1.1187656,0.057985974
4069.1571,12.3,88.492018,25533.114,16.761,5485.0,0.96,2.24,0.014580267,26.896405,0.087529697
3.81394,1.78,706.00346,3.60076,0.039,4006.03,0.63,0.65,60.677402,1.2037432,0.28763755
55.30242,9.55,1553.9705,3.6849729,0.04963,5710.0,1.2,1.89,1405.4319,0.60636956,0.090618599
1910.1487,12.229,1078.0971,6.9839095,0.0723,5925.0,1.03,1.23,326.38628,12.772776,0.075795054
513.29545,13.5,545.062,400.5,1.167,4802.0,1.32,5.01,21.028401,2.8164359,0.1140479
575.884,13.4,157.44287,1708.0,2.8145,5748.0,1.02,1.11,0.14601796,3.2071954,0.19476847
7.32,2.61,736.00479,18.870641,0.1401,5975.0,1.06,1.09,69.682501,1.0745585,0.24398721
4.04,1.84,468.59652,45.090464,0.2478,5545.0,0.92,0.89,11.449787,1.1932892,0.37071513
3.05,1.56,816.58336,14.556453,0.1228,6229.0,1.2,1.3,105.58525,1.2532873,0.28912906
7.46,2.64,312.08521,124.82868,0.4679,5706.0,0.99,0.97,2.252651,1.0703627,0.58088793
4.74,2.02,1562.6531,4.1396297,0.0537,6826.0,1.51,1.85,1415.9614,1.1616508,0.25459643
0.299,0.72,1619.8077,0.97191543,0.018,5316.0,0.86,0.82,1634.7637,0.57677469,0.28443836
17.0,4.29,1390.4837,1.9022086,0.0293,5447.0,0.93,0.92,887.69701,0.92370722,0.16864608
5.1,2.11,874.69612,8.5120359,0.081,5842.0,0.96,0.88,139.00485,1.1455268,0.25871038
2.51,1.39,577.90502,4.5770202,0.0436,3805.0,0.53,0.5,26.486649,1.2991046,0.3342685
7.61,2.67,673.6958,11.97901,0.097,5299.0,0.85,0.83,48.91663,1.0674859,0.24882296
2.33,1.33,964.79444,5.914323,0.061,5580.0,0.96,0.86,205.75023,1.3172028,0.29260837
7.3,2.15,575.75811,34.545,0.21,5990.0,1.08,1.0,26.095247,1.579232,0.29604546
4.12,1.86,723.03398,15.054786,0.118,5617.0,0.95,1.03,64.898698,1.1908891,0.28214141
3.78,1.77,1062.0924,4.915379,0.057,5740.0,1.03,1.19,302.16927,1.2065498,0.27057506
3.5,1.69,683.52071,30.092568,0.201,6509.0,1.15,1.14,51.833184,1.2254473,0.29589842
490.09386,13.5,512.33321,380.2,1.18,4972.0,1.53,6.48,16.638386,2.6891295,0.12557396
4.54,1.97,538.13206,18.643577,0.124,5018.0,0.82,0.68,19.913914,1.1698317,0.32009119
2.63,1.43,508.66735,26.67569,0.155,5502.0,0.9,0.68,15.897784,1.2861265,0.36415241
2.92,1.52,869.69046,4.646186,0.05,4954.0,0.81,0.72,135.85011,1.2638504,0.2881136
3.46,1.68,623.39981,54.409233,0.2768,5840.0,1.03,1.1,35.864752,1.225907,0.30760627
5.06,2.1,824.17618,5.3390569,0.0525,5048.0,0.81,0.77,109.56741,1.1473923,0.26173831
0.59,0.87,1054.9726,5.9927374,0.0632,5564.0,0.94,0.99,294.14796,0.77949531,0.29596655
5.65,2.24,258.04297,52.661793,0.242,4508.0,0.64,0.62,1.0528567,1.1260364,0.72876715
1.24,1.07,1401.8659,5.2110426,0.0594,6112.0,1.1,1.09,917.122,1.083064,0.29402849
3591.461,12.4,104.30786,1700.0,2.52,4435.0,0.73,0.67,0.040373858,23.357577,0.11271063
274.276,8.687,610.53584,7.919585,0.0697,4650.0,0.72,0.61,33.244273,3.6345292,0.1292804
2.6,1.42,1749.0975,0.93846683,0.0182,5671.0,0.95,0.93,2222.5791,1.2894267,0.28294953
67.0,4.347,333.36662,66.262,0.3553,4700.0,0.82,0.78,2.963873,3.5456472,0.43551451
19.02,7.04,280.40346,187.366,0.6992,5636.0,0.96,0.94,1.4686634,0.38376485,0.4520911
54.5,8.52,1398.1775,5.0073178,0.0556,5777.0,0.99,0.98,907.50791,0.75078798,0.10011967
7.22,2.59,1401.4498,2.0538798,0.0313,5830.0,1.02,1.03,916.03343,1.0763107,0.22805424
7.9,2.73,509.24172,12.376466,0.0893,4286.0,0.65,0.63,15.969712,1.0599901,0.29526846
13.4,3.73,659.10031,40.699444,0.2327,6424.0,1.3,1.49,44.813332,0.96313493,0.21015296
146.2018,14.3,1200.0237,4.230785,0.0527,5758.0,1.03,1.18,492.51047,0.71495819,0.06523781
2.1,1.25,540.45736,7.267302,0.0451,3788.0,0.48,0.47,20.260349,1.344,0.35461194
2.54,1.4,410.69952,13.342996,0.0781,3788.0,0.48,0.47,6.756129,1.2959184,0.46215771
1.92,1.21,768.9602,6.195469,0.062,4997.0,0.84,0.76,83.026479,1.3113858,0.30646133
4.23,1.89,515.46274,39.595519,0.223,5642.0,0.91,0.84,16.764487,1.1841774,0.33579173
2.15,1.27,346.06156,22.407704,0.11,3788.0,0.48,0.47,3.4057646,1.3330027,0.60483093
2.39,1.35,993.17112,5.419026,0.06,5815.0,0.98,0.9,231.04549,1.3113855,0.29112122
11.0,3.31,433.08227,10.134645,0.0525,3566.0,0.41,0.4,8.517512,1.0040069,0.32504198
8.0,2.75,1022.5987,7.994037,0.079760705,5846.29,1.06,1.25,259.67015,1.0578512,0.22459961
2.24,1.3,1544.7267,0.88184115,0.0171,5188.0,0.83,0.79,1352.0968,1.3254438,0.28793989
6.26,2.38,576.35861,10.139623,0.082,4625.0,0.63,0.66,26.204284,1.1051479,0.28408624
5.02,2.09,878.43372,15.284695,0.1224,6062.0,1.08,1.13,141.39601,1.1492411,0.25954754
4.1,3.49,499.23169,81.0659,0.386,6174.0,1.17,1.3,14.752196,0.33661464,0.26865511
8.35,2.82,372.5181,105.14475,0.4471,5863.0,1.03,1.05,4.572889,1.0499975,0.43518616
1.55,1.14,1164.9386,8.0921964,0.0764,5770.0,0.99,1.16,437.33404,1.1926747,0.29460112
7.9,2.73,676.28983,15.74958,0.1266,5770.0,0.98,0.96,49.674395,1.0599901,0.24576554
7.56,2.66,181.27406,106.3,0.309,3811.5,0.43,0.41,0.2602444,1.0684606,0.4754664
5.6,2.23,1542.2083,5.374943,0.065,6171.0,1.14,1.8,1343.3008,1.1261035,0.24434166
23.6,2.39,553.68639,30.864423,0.185,5739.0,0.94,1.03,22.318065,4.1315803,0.29150162
5.77,2.27,319.95533,28.464515,0.154,4258.0,0.54,0.56,2.4886198,1.1197578,0.59200638
6.76,2.49,525.88854,43.130617,0.236,5835.0,0.98,1.1,18.162515,1.090305,0.29842142
11.1,3.19,380.76653,57.24809,0.287,5643.0,0.81,0.85,4.991559,1.0907912,0.40124897
11.8,3.46,772.74715,21.300227,0.156,6267.0,1.21,1.32,84.674142,0.98566608,0.20687791
4.23,1.89,1350.1617,5.1695018,0.0578,6075.0,1.03,1.24,789.12231,1.1841774,0.26183258
9.48,3.04,427.90589,11.598222,0.0798,3701.0,0.51,0.49,7.9614875,1.0257964,0.34485552
4.54,1.97,1320.4913,2.5391832,0.0355,5703.0,0.96,0.95,722.01013,1.1698317,0.25799518
8.5,2.85,474.25593,51.079263,0.2671,5927.0,1.04,1.05,12.013021,1.0464758,0.3118373
9.43,3.03,997.38107,6.3385576,0.0699,5820.0,1.0,0.99,234.98798,1.0271324,0.21359752
3.68,1.74,1056.9236,4.8538693,0.0569,6028.0,1.11,1.14,296.3299,1.2154842,0.27214989
5.99,2.32,533.52983,16.781766,0.118,4990.0,0.82,0.76,19.24137,1.1128864,0.30349949
19.5,1.74,282.38915,27.26955,0.1363,3491.0,0.45,0.46,1.6198977,6.4407451,0.74610595
1.15,1.047,456.75888,6.7987,0.0349,3648.0,0.29,0.28,10.33592,1.04907,0.41742203
973.0,13.1,333.88529,352.2,1.08,6330.0,1.36,1.55,3.0166193,5.6698328,0.29696912
2330.0,12.6,667.15013,712.13,1.93,4380.0,2.1,23.47,48.500896,14.676241,0.09216345
1392.0954,11.994,348.60695,111.4367,0.4565,5561.0,1.15,1.04,12.995433,9.6770038,0.14839269
2.96,1.53,339.36296,20.995694,0.126,4252.0,0.52,0.55,3.1496254,1.2644709,0.60488086
5.48,2.2,630.29598,28.862356,0.1789,5849.0,1.02,1.06,37.478251,1.1322314,0.27910757
0.64,0.89,2100.41,0.67737516,0.015,5769.0,1.01,1.02,4621.8674,0.80797879,0.29200203
6.74,2.74,581.08159,9.52355,0.0792,4540.0,0.73,0.68,27.073826,0.89775694,0.26547887
400.4,13.7,219.32925,1311.0,2.56,5999.0,1.3,1.8,0.55155231,2.1333049,0.35581788
5.0,2.085,1431.2823,3.58599,0.048,6201.0,1.15,1.31,1069.0471,1.150159,0.25168207
715.11392,13.3,137.25497,1129.0,2.0,5122.0,0.84,0.79,0.20244568,4.0427041,0.23195812
22.4,3.42,1390.0117,2.1097019,0.026,5397.0,0.97,0.9,888.81323,1.9151192,0.19523969
7.7,2.69,115.69706,217.21,0.47,3342.0,0.29,0.31,0.055339111,1.0641091,0.28901176
2129.461,12.7,808.25525,417.9,1.3,4406.0,1.7,21.0,102.27201,13.202685,0.080493809
1032.9475,13.1,52.172283,16510.0,11.55,4754.0,0.75,0.78,0.0018536806,6.0191568,0.07020314
5.9,2.3,638.47369,18.925403,0.1694,5598.0,0.94,0.92,39.461464,1.1153119,0.27241083
8.45,2.84,1428.1719,3.7221564,0.0452,5693.0,0.98,0.96,987.92308,1.0476592,0.21719736
4.98,2.08,688.9137,6.9913086,0.0679,4836.0,0.78,0.73,53.488504,1.1510725,0.27512339
9.27,3.0,1075.1686,5.2486726,0.0596,6040.0,1.1,1.15,317.32733,1.03,0.21340171
4.94,2.07,423.28691,17.760801,0.1085,4005.0,0.55,0.53,7.6232563,1.1528857,0.40359153
3.09,1.57,1371.9735,4.1680908,0.0507,5643.0,0.98,0.96,841.3643,1.2536006,0.27734939
10.3,3.2,566.49368,26.020442,0.168,5558.0,0.92,0.89,24.455775,1.0058594,0.25052886
1.81,1.19,1269.0036,5.3498241,0.0635,6050.0,1.14,1.21,615.81824,1.2781583,0.29252119
2.39,1.35,688.21479,6.4944129,0.0612,4630.0,0.71,0.69,53.271774,1.3113855,0.31085675
3.02,1.55,1252.643,2.1319465,0.0335,5504.0,0.92,0.89,584.66943,1.2570239,0.27899293
2.3,1.32,1654.6231,1.0456227,0.0192,5431.0,0.9,0.86,1779.9079,1.3200184,0.28698522
30.6,6.06,350.26385,287.37895,0.8748,5677.0,0.96,0.94,3.5742296,0.83325164,0.3556451
3.93,1.81,184.74477,636.13,1.334,5310.0,0.78,0.83,0.28204584,1.1995971,0.55463551
1.75,1.18,585.90348,20.0,0.133,5310.0,0.78,0.83,28.059496,1.2568228,0.3389759
218.531,14.0,1416.1056,4.617033,0.059222,6156.77,1.3,1.56,955.28786,1.1149541,0.065405814
187.5197,14.1,181.4518,981.8,1.94,5544.0,1.01,1.07,0.26421566,0.9432106,0.2612929
56.0,8.65,706.0367,49.183921,0.292,5854.0,1.25,2.19,61.236038,0.74843797,0.11535103
25.1,5.39,541.59871,49.748,0.2699,5911.0,1.06,1.11,20.471976,0.86396508,0.19552172
1017.056,13.1,445.78479,1170.0,1.7,29300.0,0.5,0.23,9.3778257,5.9265544,0.16689287
5.91,2.302,1003.2757,3.405164,0.04383882,5491.0,0.97,0.91,240.59261,1.1152618,0.24535131
2966.6103,12.5,187.18271,1603.3892,2.749,6010.0,1.07,1.4,0.30180939,18.986306,0.28820855
1.36,1.1,181.58147,21.202,0.0738,3024.0,0.12,0.14,0.258159,1.1239669,0.58171525
4.86,2.05,1104.7545,5.0325179,0.0575,5614.0,0.93,0.89,353.72382,1.1564545,0.25593283
2.63,1.43,894.98043,5.1443801,0.0549,5060.0,0.81,0.77,152.35451,1.2861265,0.29098672
3.78,1.77,1363.1124,3.0216686,0.0417,6160.0,1.16,1.25,819.83771,1.2065498,0.26774158
3.97,1.82,1076.3064,8.7348584,0.0843,5906.0,1.03,1.05,318.67269,1.1985267,0.26785268
58.2,2.48,1009.2221,6.319,0.0658,5758.0,1.0,1.07,246.34753,9.4627992,0.23686073
5.99,2.32,764.54555,13.093921,0.11,5740.0,1.03,1.19,81.136194,1.1128864,0.25502639
4.27,1.9,472.94974,106.24755,0.4301,5712.0,0.98,0.97,11.881222,1.1828255,0.36364652
4.19,1.88,944.96594,16.358306,0.1404,6161.0,1.36,1.72,189.35021,1.1854912,0.26772251
56.3,8.68,400.20194,51.846886,0.2607,5172.0,0.86,0.81,6.0914115,0.7472552,0.24338113
0.702,0.913,1731.8755,1.41976,0.0245,5925.0,0.97,1.04,2136.3275,0.84216184,0.29282335
5.36,2.17,446.5869,8.7076,0.06661,3685.0,0.52,0.5,9.4910736,1.1382701,0.37099671
305.1168,13.8,1654.3438,6.4947,0.0807,4985.0,1.66,4.55,1780.5346,1.6021676,0.065722959
4.66,2.0,379.38705,10.59357,0.0727,3499.0,0.46,0.44,4.9196157,1.165,0.47581455
0.498,0.83,782.74956,1.60588,0.0216,3725.0,0.52,0.5,89.144078,0.72289157,0.30546832
1716.282,12.8,1230.1409,26.468,0.21,5130.0,1.87,6.26,544.30587,10.475354,0.071607039
23.54,5.19,258.96583,30.5987,0.14339,3466.0,0.42,0.4,1.0708914,0.87392013,0.520749
14.9,3.96,318.85843,105.95641,0.4217,5232.0,0.87,0.83,2.4546682,0.95015815,0.48354958
4.86,2.05,960.85493,11.932125,0.107,5593.0,1.1,1.49,202.41022,1.1564545,0.25873471
18.3,1.29,806.59192,6.04045,0.062,5123.0,0.9,0.82,100.5117,10.996935,0.30106478
10.7,3.27,533.24058,29.911368,0.179,5672.0,0.99,0.97,19.199678,1.000664,0.26027175
1.12,1.04,1459.3163,1.4508869,0.0252,5545.0,0.9,0.86,1076.9584,1.035503,0.294069
45.7,7.68,546.05973,20.17202,0.141,5274.0,0.81,1.09,21.113575,0.7748074,0.15751652
7.7,2.69,1084.0909,4.2809586,0.0503,5624.0,0.97,0.95,327.99259,1.0641091,0.22616616
8.3,2.81,523.74114,13.752107,0.1015,4747.0,0.75,0.72,17.86767,1.0511518,0.28413662
4443.2411,12.3,377.16449,241.258,0.827774,6156.77,1.3,1.56,5.0620555,29.369034,0.23486382
2002.319,12.442,1.0849143,402000000.0,7506.0,3406.0,0.37,0.39,3.2899014E-10,12.934596,0.071408901
10.2,3.18,909.39596,22.208132,0.1699,6406.0,1.34,1.46,162.41018,1.0086626,0.21016895
5.18,2.13,379.4676,44.964175,0.2298,4861.0,0.81,0.75,4.9237949,1.1417488,0.46657591
24.1,2.6,901.54965,4.1374354,0.048,5145.0,0.86,0.77,171.86726,3.5650888,0.23366928
6661.7168,12.1,1102.6857,647.29999,1.42,3943.0,10.94,51.1,376.61934,45.500422,0.076041
16.8,4.26,584.78408,49.175,0.2687,5836.0,1.07,1.38,27.940278,0.92574225,0.20921642
6.39,2.41,972.43006,8.96855,0.088,5807.0,1.08,1.43,212.34139,1.1001877,0.24095049
5050.3187,12.2,762.79368,745.70001,1.92,3926.0,8.76,71.23,91.465624,33.931193,0.084266687
1871.3737,12.8,393.58618,1079.5573,2.794,5000.0,2.49,8.93,5.7694499,11.421958,0.21656313
731.00534,12.285,527.86116,56.39879,0.3081,6096.0,1.23,1.29,32.808268,4.8436218,0.10368593
3.71,1.75,1228.9593,7.2593198,0.0718,5904.0,1.04,1.07,541.69037,1.2114286,0.26958128
102.16856,12.33,1107.6944,6.4916828,0.0694,5620.0,1.05,1.41,357.50413,0.67203378,0.074983831
9.85,3.11,576.14144,21.812935,0.1495,5440.0,0.9,0.86,26.164812,1.0183931,0.25109002
5.39,2.18,574.39703,33.42035,0.2015,5810.0,1.03,1.05,25.849366,1.1341638,0.29492493
12.2,3.52,735.49878,24.543504,0.1654,5808.0,1.01,1.01,69.491069,0.98463326,0.2078854
4.5,1.96,948.90173,11.301192,0.0988,5971.0,1.09,1.12,192.52455,1.1713869,0.2635817
6.26,2.38,531.57486,46.877937,0.2495,5797.0,0.99,0.99,18.960898,1.1051479,0.30130721
36.0,1.75,555.46764,56.268,0.287,6102.0,1.03,0.95,22.60665,11.755102,0.32468002
334.67499,13.8,199.48206,872.2,1.93,4871.0,1.27,4.06,0.38572872,1.7573776,0.31279848
2.83,1.49,396.63663,44.000529,0.214,4880.0,0.6,0.62,5.8772268,1.2747174,0.47958253
7.2,2.586,526.79202,13.603,0.098,4684.0,0.69,0.67,18.854379,1.0766523,0.29137883
2510.5266,12.6,61.674181,32669.222,20.247,5757.15,1.03,1.2,0.0034900266,15.813345,0.074352816
918.5241,13.2,220.11404,1919.0,3.27,6072.0,1.28,2.22,0.60095825,5.271603,0.36743631
889.91954,13.2,125.65658,4218.0,5.15,5867.0,1.3,1.25,0.059220548,5.1074354,0.12621157
2707.5802,12.6,84.289362,14306.885,11.842,5930.46,1.08,1.23,0.012192465,17.054549,0.083510343
5914.7867,12.1,209.2261,1854.8442,3.08,6215.0,1.11,2.04,0.46408922,40.398789,0.34733309
2510.8444,12.6,179.41016,1103.0,2.18,5950.0,1.12,1.02,0.24619687,15.815347,0.2606111
982.08978,13.1,376.01866,1193.3,2.482,4842.0,1.68,7.72,4.8795577,5.7228004,0.23455295
772.29,11.43,1281.5904,3.7681,0.0461,5740.0,1.04,1.59,640.61654,5.9113674,0.078625359
226.9846,14.0,235.101,30.0881,0.12959,3293.74,0.32,0.3,0.76307114,1.1580847,0.37985075
3.68,1.74,1348.3585,5.66793,0.0677,5904.0,1.29,1.82,784.91506,1.2154842,0.26929614
9.65,3.07,376.27216,18.27,0.1139,3836.0,0.59,0.57,5.0819282,1.0238835,0.40454847
1.87,1.2,2034.8755,0.578657,0.013587005,5765.0,1.0,0.93,4071.4822,1.2986111,0.29032315
11.0,2.31,633.94374,12.331,0.1006,5177.0,0.9,0.81,38.353415,2.0614306,0.27282259
6.21,2.37,439.36389,28.843265,0.1679,5235.0,0.85,0.8,8.8490899,1.1055921,0.36739767
4.5,1.96,768.71233,26.234138,0.185,6175.0,1.26,1.47,82.919475,1.1713869,0.27264538
0.749,0.93,643.22049,30.860937,0.1862,5686.0,0.93,0.86,40.648137,0.86599607,0.32636108
1239.537,13.0,958.80258,6.673892,0.0696,5544.0,1.01,1.07,203.85952,7.3345385,0.073915891
5.48,2.2,755.84694,21.587475,0.155,6050.0,1.08,1.22,77.506228,1.1322314,0.26164961
11.0,3.32,1491.3959,6.033562,0.0663,5047.0,1.28,3.38,1174.8244,0.99796777,0.19843598
2589.9837,12.6,44.658991,26125.565,15.898,4836.0,0.78,0.7,0.0009582752,16.31383,0.071645858
107.74383,12.7,174.56139,1257.253,2.249,5568.0,0.96,1.37,0.28613198,0.66801308,0.27978413
3561.903,12.4,82.820134,13092.183,11.116,5861.32,1.06,1.15,0.011728254,23.165342,0.084047628
378.2158,13.7,109.43726,3341.5588,4.21,5468.0,0.71,0.85,0.034102288,2.015109,0.10032191
2597.9294,12.6,165.69142,1270.552,2.438,6024.0,1.2,0.97,0.32206216,16.363879,0.29627409
1609.8009,12.8,174.45955,1752.9207,2.905,5837.0,1.06,1.06,0.77839206,9.8254448,0.38898572
1321.5305,13.0,159.83104,1257.9916,2.229,5387.0,0.93,0.91,0.16334284,7.8197072,0.20882399
2585.5341,12.6,69.023985,5138.4373,5.062,4171.0,0.65,0.72,0.0059821435,16.285803,0.07699844
6.71,2.48,650.6224,11.8104,0.091,5131.0,0.72,0.68,42.551729,1.090986,0.26137514
314.65012,13.8,45.821241,5990.0,4.95,3467.0,0.45,0.45,0.001053502,1.6522271,0.066247883
2.67,1.44,618.96508,9.45889,0.0795,4842.0,0.75,0.69,34.855053,1.2876157,0.32026871
4.54,1.97,599.86011,7.385655,0.0656,4339.0,0.69,0.65,30.830138,1.1698317,0.29823506
15.2,4.02,1317.9459,5.8529626,0.0647,6000.0,1.1,1.15,716.45916,0.94057078,0.17648698
23.1,5.14,1219.2539,7.2750372,0.0732,5520.0,0.94,0.91,524.78068,0.87435086,0.14939939
3.78,1.77,1241.9676,2.382961,0.034,5428.0,0.96,0.95,564.99183,1.2065498,0.26848884
3057.5093,12.5,127.67361,5478.6886,5.935,5362.0,0.92,1.91,0.11794334,19.568059,0.17897271
9045.3965,11.9,93.297208,10942.29,10.087,6057.62,1.12,1.46,0.062741076,63.875408,0.13635864
7.61,2.67,709.78466,10.849695,0.0914,5251.0,0.87,0.78,60.270891,1.0674859,0.24407547
16.5,4.21,379.9327,88.406553,0.392,5416.0,0.95,0.99,4.9479792,0.93093584,0.35961997
40.0,2.23,1000.7992,8.726,0.0827,6039.0,1.0,1.43,238.2259,8.0435963,0.24888028
3.36,1.65,2120.8209,0.67564949,0.0153,5906.0,1.07,1.08,4804.1564,1.2341598,0.27221863
6.62,2.46,540.65281,22.250949,0.144,5307.0,0.84,0.77,20.289672,1.0939256,0.29324852
7.61,2.67,533.96045,16.85837,0.12,5036.0,0.79,0.83,19.303564,1.0674859,0.28594271
8.22,2.795,621.23012,35.866199,0.2134,6078.0,1.01,1.19,35.368054,1.052224,0.25275243
12.5,3.58,1424.3209,3.1663537,0.0432,5633.0,0.94,0.91,977.31037,0.97531288,0.189678
10.6,3.25,428.55461,67.093408,0.316,5644.0,0.96,0.97,8.0098768,1.0035503,0.33457004
0.208,0.65,1344.6985,2.8922302,0.0389,5564.0,0.94,0.99,776.4273,0.49230769,0.27893939
2.76,1.47,647.01485,18.054038,0.1327,5528.0,0.93,0.9,41.615791,1.2772456,0.31277793
0.721,0.92,1168.5451,13.647368,0.1075,6116.0,1.14,1.21,442.77498,0.8518431,0.29546369
